	mean	std
301	8643.834394627744	15605.258887168085
302	14219.795131476452	11997.64656500375
306	825.1367630611152	998.8124090678319
307	3682.123469947746	5078.991107303491
308	7719.873366270054	6157.851603006528
309	3707.843559870207	3038.3232421560765
310	2789.862236704528	1166.8179270292446
8416	261.6504274382549	515.5248606504935
313	214.8824550567869	403.2713127976578
314	28.192367640165948	58.095917035848636
8639	832.4997908959782	1920.1861381454391
316	1234.773428069229	6351.867944844604
55435	505.09872660897685	251.70976999131565
162	3531.436839588958	1601.1003582952208
164	2194.549979376241	817.4822256913782
8906	1341.0183055886048	997.4705335559074
8907	1414.8014122228215	757.056397540884
10053	1424.5610536325985	1317.420163120619
1174	1272.421893419865	768.6217224828087
8905	717.4560528754278	1460.0462496769744
130340	293.06245233459515	290.5049820220242
160	2540.287607499556	1103.654945495803
161	1867.0944317108474	746.4792101830311
163	6260.732578835416	3399.7392285171027
1173	8596.501152118246	4365.7004597612195
1175	1822.266431476473	1301.7630140954077
8546	1224.3627836127646	419.4497662345882
8120	171.1143834865693	372.6255523448682
8943	3867.8391896520566	1362.2683658967912
26985	1294.9888393185497	617.0769630849594
10947	650.1211992969157	753.0024958226768
1176	1033.8570875247917	474.9115671849582
10239	1526.5145596718962	644.4502850453634
10717	370.51946389039045	179.91253364914473
23431	316.56538020551716	165.08236501187838
9179	429.0132091220477	200.63992442280454
11154	87.00703895799526	55.07881644812542
317	539.856870506579	416.1339292378028
320	256.05178083648843	423.84798773159827
9546	314.0582641247514	135.2924891250629
54518	468.3336049035516	702.6857908064003
322	888.5225515774315	1207.9241257363788
323	1197.0282944294202	991.3101824137535
10307	350.7195855417344	268.495331833986
10297	681.902327221921	2514.736821960816
164284	77.0015505859024	376.0875777736298
147495	1077.759589994593	2631.361658117474
324	933.6116790697641	975.2955275407212
327	2313.607521110507	1133.9888048071803
328	3362.7442566432383	1503.680819646953
27301	785.9495672435526	403.10083305901253
51107	5008.768784135571	2204.4325968762546
83464	483.96520991526995	351.38792454463464
8539	2222.0926541914496	790.7419748548824
51074	394.2632195601224	226.4745341043934
378708	275.83162978186436	140.2967176740651
8862	512.955405354244	1154.8795222380718
333	1214.4809807824079	4119.845911302725
334	17552.661768469436	15837.13298356939
128240	2320.731253488375	1602.1660832311609
335	9320.700359960327	68310.86674417763
336	13884.052818172026	93997.54773260755
55911	340.7066995673334	465.3483143952795
10930	22.162417703262943	183.33760299563636
9582	273.39848271137515	447.0291689882803
27350	399.48873291869506	347.9340414887095
140564	111.78420362358052	111.36669498270051
200316	219.9971453939069	170.7826844275908
60489	378.7344976023065	460.0658111680444
164668	14.486903317108352	20.344524165792404
341	7920.564903118787	44966.323275472925
347	4294.958536992976	23283.570350864833
348	22637.640871516152	63634.54162506194
8542	4290.273355741847	7224.175871834447
23780	1351.5508819722352	1160.580784091755
80833	737.6670193618164	860.9798763666483
80832	410.76875291148394	685.4440780976973
80830	1937.055367802419	1570.0155024851076
81575	1130.4164597259764	2003.657945733271
139322	164.9155578150347	115.94535548471482
79135	341.43050856318825	220.2095070730488
10513	1032.2349885343426	580.9488296942596
26060	1240.5019364701627	570.0923996029491
55198	1019.8170100234339	574.7159736823093
351	21913.315164467233	13924.330855993092
353	2079.504407211108	1494.0595245735374
54840	573.9361655128903	266.5156759082665
282679	69.70972213809279	121.00542384834766
358	6617.693745141518	15471.280298044307
362	428.7839957274198	1690.1339439938677
363	174.780852821345	4082.1096880453365
364	44.40147104741299	122.81508833668049
206338	9.257293329727743	82.0496702684913
9716	926.3885479718766	439.54396717814063
369	1438.8795165494887	731.2043366204131
116985	2756.0772500270336	1690.348307415585
116984	554.7952069226602	503.35669588010506
64411	506.30365864431104	457.37032867030996
372	4004.678899278889	1520.6675984309497
23237	440.1183203713704	4012.91538115957
374	411.090831458449	1180.3961048188146
375	11941.524263457748	4312.761244944249
377	5833.552509897226	2168.7986670861233
378	4535.571520677832	2134.972632116608
381	3268.868029186945	1656.7567407116576
382	3304.789393095372	1576.187218059015
55738	2089.641252929501	1330.2186087843615
84364	2078.927037984485	723.6208127662504
26286	1437.8619685055025	966.0879422796421
10565	1866.6066914368123	1313.2518038018698
10564	1837.6241275824746	1272.7562672648749
27236	875.8275053542478	354.83105926147834
23647	1311.5832168379293	801.3239624317167
10139	903.2638686677494	541.1040150130758
383	419.81713486569436	2813.184501029465
384	672.1170075175766	1582.264508205526
55082	1818.0931773390994	1263.2765816713304
79658	343.3819532359829	267.96217482217105
94134	829.2313740219928	499.5586757714083
55114	1151.8571671353855	476.61266815140215
93663	747.9316432125476	687.8195596835524
84986	409.3050001442221	311.93741148617204
392	3426.9994937443753	1629.8851063723614
57569	88.74746845141499	182.28881566275467
57584	1793.6814506580092	1339.9058287544922
58504	147.23332823147672	192.60378849916088
83478	406.9660375157748	539.2287827063946
9938	345.566734108526	394.28523311495314
23092	712.8470779700745	663.0464897296453
79822	182.99656684694344	293.9949806524851
9411	1256.0561161528753	1432.0630419220906
257106	631.2292782044343	824.1668980193514
57514	798.2226992248067	831.9097791994848
9743	1262.2603777717682	1055.0740997799085
115703	361.3574159725972	458.3275582747396
